Plataforma,Fecha_Review,Semana_Review,Año_Review,Rating,Usuario,Puesto,Titulo,Texto,Pros,Contras,Fecha_Scrape,Semana_Scrape
Glassdoor,2025-11-10,46,2025,2.0,Anónimo,Python developer,Regular,,Pienso que no hay ventajas,Pienso que el ambiente es estresantes,2026-05-05,19
Glassdoor,2025-10-30,44,2025,4.0,Anónimo,Software development engineer in test (sdet),Bien,,"Sueldo competitivo, flexibilidad, horarios. Muchos clientes","Reclutamiento muy tardado, es imposible que te reasignen proyecto una vez que ya tienes uno",2026-05-05,19
Glassdoor,2025-10-14,42,2025,5.0,Anónimo,Ux designer,DEsigner,,Designer ux of interfaces in web,no hay. ninguna desventaja que yo hay avisto,2026-05-05,19
Glassdoor,2025-10-02,40,2025,5.0,Anónimo,Production support analyst,Entrando a BairesDev,,"Trabajas desde tu casa, con tus horarios, excelentes compañeros de trabajo, capacitación tanto en lo profesional como en el inglés. Te proporcionan las herramientas necesarias para el trabajo desde el primer día.",No hay prestaciones aparte de tu sueldo,2026-05-05,19
Glassdoor,2025-10-02,40,2025,3.0,Anónimo,Hr,Sin prestaciones,,Home office siempre e internacional,No hay prestaciones ni seguro,2026-05-05,19
Glassdoor,2025-10-01,40,2025,3.0,Anónimo,Backend developer,Baires,,"Trabajo remoto, se gana experiencia","Bajo sueldo, menos que en otros trabajos",2026-05-05,19
Glassdoor,2025-09-24,39,2025,5.0,Anónimo,Business intelligence partner,Great team and supportive culture,,I’m very happy working here. The environment is supportive.,"Since we work remotely, it can sometimes feel like we only see a small part of the company.",2026-05-05,19
Glassdoor,2025-08-27,35,2025,3.0,Anónimo,Empleado anónimo,Quite Unstable,,You could work at different times throughout the day.,The time tracker wouldn't register time properly.,2026-05-05,19
Glassdoor,2025-08-13,33,2025,1.0,Anónimo,Ai engineer,Decepcionante,,Remoto y pago en dolares,No hay estabilidad laboral ni compromiso con el empleado,2026-05-05,19
Glassdoor,2025-06-23,26,2025,5.0,Anónimo,Desarrollador android sénior,Excelente lugar de trabajo,,"Buenos clientes, equipos de trabajo muy calificados, buen ambiente de empresa.",Falta de clientes europeos. Al finalizar el proyecto para el que trabajaba solo podían encontrarme nuevo cliente en Estados Unidos.,2026-05-05,19
Glassdoor,2025-06-09,24,2025,5.0,Anónimo,Sr. qa automation engineer,Excelente compania si quieres trabajar remoto y con autonomia,,"- Empresa solida una de las mas grandes - Puntuales en el pago, nunca se han atrasado en 5 anhios - Buen salario - Abiertos a negociar tus demandas si en algún momento tienes otras ofertas y desean retenerte. - Te dejan trabajar tranquilo, sin supervisarte demasiado, aunque estan ahi cuando lo necesites. - Te envian laptop y accesorios.","- Casi ninguna, quizas que ya no hay muchos perks, pero el salario es bueno si sabes negociarlo.",2026-05-05,19
Glassdoor,2025-06-09,24,2025,4.0,Anónimo,Senior front end developer,Opinion,,La empresa siempre tiene buenos proyectos,Hay poca oportunidad de crecimiento,2026-05-05,19
Glassdoor,2025-05-30,22,2025,5.0,Anónimo,Frontend engineer,OK,,"Horario flexible, pago en dólares","Eres contractor y eso tiene sus desventajas, dependiendo de lo que estes buscando",2026-05-05,19
Glassdoor,2025-05-19,21,2025,4.0,Anónimo,Community outreach specialist,Outreach Specialist,,"Desde casa, horarios flexibles, coordinacion",no muchas quizas soilo tener que aprender por si mismo.,2026-05-05,19
Glassdoor,2025-05-07,19,2025,4.0,Anónimo,Software engineer,Good experience,,- Good pay - Flexibility,- No benefits since you're there as a contractor - Can lose your job if the project disappears,2026-05-05,19
Glassdoor,2025-04-08,15,2025,4.0,Anónimo,Freelance photographer,Buena empresa,,La verdad muy buenos horarios y salario,Ninguna hasta el momento ha sido todo bienn,2026-05-05,19
Glassdoor,2025-03-26,13,2025,4.0,Anónimo,Team leader,Good place to grow if you are a junior.,,"Remote work Ok salary A lot of learning opportunities, it was a great place to grow and learn within my role",Undefined career path one you get the knowledge Managers that were toxic and didn’t let you grow HR could not do much Impossible workload,2026-05-05,19
Glassdoor,2025-03-04,10,2025,5.0,Anónimo,It recruiter,Great company to be in,,"Flexible hours, clear career path, solid remote culture. My manager believes in me and gives me a great balance of support and freedom to do my work, and I believe that this is a organization-wide mentality",The size of the organization means that sometimes simple processes take long because of unnecessary layers of validation/bureaucracy,2026-05-05,19
Glassdoor,2025-03-02,9,2025,4.0,Anónimo,Scrum master,Bien,,Estabilidad con el cliente para el que trabajo.,Un solo sick day al año. No es fácil conseguir PTO,2026-05-05,19
Glassdoor,2025-01-30,5,2025,5.0,Anónimo,Software engineer,Muy buena experiencia,,"Trabajo remoto , basado en metas. Equipo colaborativo.",Salarios no tan competitivos y solo hacen revisiones anuales de aumento en algunos casos,2026-05-05,19
Glassdoor,2025-01-15,3,2025,4.0,Anónimo,Senior web developer,Muy bien,,"Cumplen con lo prometido, pagan a tiempo","Un poco de desorganización, cambian constantemente el manager",2026-05-05,19
Glassdoor,2025-01-14,3,2025,1.0,Anónimo,Php senior developer,Experiencia determinada según cliente asignado,,"Buen salario, trabajo remoto,acceso a plataformas para aprender, seguimiento de project managers internos, equipo.","Tu experiencia va a depender del cliente que te asignen, puedes tener un excelente ambiente laboral, o un ambiente hostil y tóxico, yo experimenté ambos, el mejor ambiente por dos años con el primer proyecto,y un ambiente estresante, tóxico y hostil por dos meses con otro cliente que tenía ese estilo de trabajo.",2026-05-05,19
Glassdoor,2024-12-21,51,2024,4.0,Anónimo,Scrum master,Valoracione,,Flexibilidad y pago en usd o moneda local,"El rate de pago es bajo,",2026-05-05,19
Glassdoor,2024-11-27,48,2024,3.0,Anónimo,Software developer,Es una empresa muy poco humana,,"Tienes tiempo para tus cosas personales y no estan controlando tu trabajo, solo tus metas","no tienes, festivos, prestaciones, son 5 dias por semestre de vacaciones",2026-05-05,19
Glassdoor,2024-11-21,47,2024,2.0,Anónimo,Empleado anónimo,Recruiter,,Mucha gente de varias partes del mundo,"Todas las posiciones relacionadas con HR o reclutamiento son basicamente para hacer una pool gigante de candidatos, tienen mas candidatos que proyectos Cuando no te vuelves una maquina de SPAM tus managers te presionan porque no estas haciendo un buen trabajo, basicamente eres una maquina que hace exactamente lo mismo por 8 horas",2026-05-05,19
Glassdoor,2024-11-13,46,2024,5.0,Anónimo,Ingeniero de software,empleo,,el sueldo que ofrecen en la empresa,demora en la selección de empleados,2026-05-05,19
Glassdoor,2024-11-05,45,2024,4.0,Anónimo,Frontend developer,Un buen lugar de trabajo,,"Te brindan los equipos, flexibilidad horaria.","Sueldo en pesos, 2 revisiones salariales al año basados en ""performance"" (que son cualquiera) no hay ajustes por inflación. sos un número más.",2026-05-05,19
Glassdoor,2024-10-28,44,2024,4.0,Anónimo,Software engineer,Senior,,Remoto con horario muy flexible,Muy inestable y cero proteccion,2026-05-05,19
Glassdoor,2024-10-25,43,2024,1.0,Anónimo,Software engineer,No son confiables,,Te dan monitor y notebook para trabajar acorde con el puesto requerido por el cliente.,1. Nunca te aumentan el sueldo. Te dicen que ajustan por inflacion y es mentira. 2. Si pierden el cliente te dicen entras en un pool y te consiguen el cliente y es mentira. Si enseguida no consiguen nada te echan.,2026-05-05,19
Glassdoor,2024-10-25,43,2024,4.0,Anónimo,Workforce planning analyst,Buen lugar para trabajar,,Sueldo medianamente competitivo. Gran ambiente de trabajo.,Entorno de trabajo volátil y algo caótico. Cada día hay alguna cosa que cambia. Se hace difícil instalar procesos estables.,2026-05-05,19
Glassdoor,2024-10-09,41,2024,3.0,Anónimo,Outreach specialist,Experiencia y clima,,El equipo es muy buena vibra y puedes practicar tus conocimientos en otros idiomas al trabajar con personas de distintas partes del mundo,Algunos jefes no impulsan tu crecimiento personal y profesional,2026-05-05,19
Glassdoor,2024-10-07,41,2024,4.0,Anónimo,Semi senior full stack developer,Salario semi ssr fullstack,,"Flexibilidad de tiempo, organización, calidad organizacional",Es un poco difícil conseguir revisión de salario por los puntos de consideración para la revisión,2026-05-05,19
Glassdoor,2024-10-04,40,2024,3.0,Anónimo,Talent acquisition specialist,Trabajo remoto,,"Trabajo remoto 100%, experiencia en empresa de tecnología. Capacitación continua con Udemy business","No tiene prestaciones más allá de pago, 10 días de vacaciones sin prima vacacional y que no aumentan con el tiempo. Quiere decir nada de bonos, utilidades, seguro médico, ya no hablemos de vales de despensa, fondo de ahorro, o algo por el estilo.",2026-05-05,19
Glassdoor,2024-09-26,39,2024,1.0,Anónimo,Senior machine learning engineer,Baires Dev review,,Algo del salario aunque no tanto,Depende del proyecto pero en el peor de los casos veras - Mucho micromanagement - Falta de organización - Cambios constantes - Salarios poco competitivos - Reuniones imprevistas No siempre será el caso pero es bueno que la gente lo sepa,2026-05-05,19
Glassdoor,2024-09-25,39,2024,4.0,Anónimo,Desarrollador java,Buena Service,,Gente muy amable y trabajo en equipo,"Muy solitaria el trabajo, ya que es remoto",2026-05-05,19
Glassdoor,2024-09-23,39,2024,5.0,Anónimo,Senior etl developer,Buena empresa,,"Salario competitivo, tu carga depende del proyecto al que seas asignado",Tu contrato puede terminar cuando el cliente quiera.,2026-05-05,19
Glassdoor,2024-09-19,38,2024,5.0,Anónimo,Senior software engineer,Ingeniero Ruby on Rails,,Excelente exposición a grandes empresas,"Crecimiento limitado, propio del modelo de contractors",2026-05-05,19
Glassdoor,2024-08-27,35,2024,5.0,Anónimo,Senior software engineer,Bairesdev es una buena empresa,,"Flexibilidad, al ser un trabajo remoto, puedes trabajar desde donde sea.","dependiendo del proyecto que te toque, se puede tener muchas reuniones",2026-05-05,19
Glassdoor,2024-08-05,32,2024,5.0,Anónimo,Senior quality engineer,Senior QA Engineer,,"Trabajé muy cómodo allí, con equipamiento moderno. HR siempre fue de mucha ayuda cuando la necesité",Tendría que mejorar los sueldos,2026-05-05,19
Glassdoor,2024-07-29,31,2024,4.0,Anónimo,Recruiter,Buen lugar para crecer,,Te enseñan muchísimo. Los primeros 15 días son intensivos para aprender del rol.,Sueldos muy bajos y disparidad en los equipos.,2026-05-05,19
Glassdoor,2024-07-22,30,2024,4.0,Anónimo,Sr. software engineer,Buena empresa para iniciarse en trabajo remoto,,"buen rate/hr, posibilidades de conocer y trabajar remoto para clientes extranjeros",pocas posibilidades de crecer economicamente,2026-05-05,19
Glassdoor,2024-07-05,27,2024,4.0,Anónimo,Software engineer,Buenas experienia,,Buen sueldo es buen ambiente multicultural,No ninguna por ahora. No se despues,2026-05-05,19
Glassdoor,2024-06-28,26,2024,5.0,Anónimo,Senior quality engineer,Excelente compañía,,Excelente relación entre vida laboral y personal,Ninguna de la que tenga conocimiento,2026-05-05,19
Glassdoor,2024-06-26,26,2024,2.0,Anónimo,Talent acquisition representative,Regular,,"Virtual, flexibilidad de horario, dayoff, remuneración, proporciona equipos","no hay aumento de remuneración, mucha rotación de personal, no hay buen ambiente laboral de parte de los jefes con los colaboradores.",2026-05-05,19
Glassdoor,2024-06-24,26,2024,5.0,Anónimo,Business analyst,A good place for 100% remote work,,"The team is smart, fun, and always helpful, making it a joy to work with them. There's plenty of freedom to manage your work.",Some salaries are low and there are no benefits.,2026-05-05,19
Glassdoor,2024-06-11,24,2024,5.0,Anónimo,It support helpdesk,ambiente laboral,,"excelente ambiente, y grandes jefes",tienes que hacerte responsable de tus propios impuestos,2026-05-05,19
Glassdoor,2024-05-10,19,2024,2.0,Anónimo,Empleado anónimo,Bad,,good hybrid/remote work. Payment in usd abroad,"Bad environment, terrible leadership skills, c-lvl and founders do not care about people",2026-05-05,19
Glassdoor,2024-05-06,19,2024,4.0,Anónimo,Qa software tester,QA Engineer,,Home Office y muy buen equilibrio Trabajo - vida personal,Constante reestructura en los proyectos,2026-05-05,19
Glassdoor,2024-05-03,18,2024,5.0,Anónimo,It security analyst,Un excelente lugar para trabajar y crecer,,"El salario es excelente, El trabajo es totalmente remoto y dan flexibilidad de horario.","es muy dificil entrar, el proceso de contratación tarda mucho.",2026-05-05,19
Glassdoor,2024-04-19,16,2024,1.0,Anónimo,It recruiter,Obligan a Calificar en GlassDoor,,"No encuentro, sinceramente es una picadora de carne","Sueldos bajos, micromanagement, metricas ridiculas, te graban la pantalla.",2026-05-05,19
Glassdoor,2024-04-10,15,2024,4.0,Anónimo,Software tester,Buena empresa,,"Work from Home, Flexibilidad,Seriedad,Cumplimiento, Estabilidad. Es una opción","Sin prestaciones sociales, por servicios Procesos de reclutamiento muy largos Sin festivos",2026-05-05,19
Glassdoor,2024-04-06,14,2024,5.0,Anónimo,Administración,Excelente empresa,,"100% remoto, envian materiales de trabajo, excelente comunicación interna.",No hay aguinaldos ni beneficios sociales.,2026-05-05,19
Glassdoor,2024-03-23,12,2024,1.0,Anónimo,Qa automation engineer,Muy mal ambiente laboral,,No existe evaluaciones ni feedback.,No tienen buenos proyectos ni Managers capacitados.,2026-05-05,19
Glassdoor,2024-02-28,9,2024,3.0,Anónimo,Help desk technician,Bueno,,"Buen trato, flexibilidad, y es totalmente remoto",Mo hay ninguna prestación a pesar de ser una empresa,2026-05-05,19
Glassdoor,2024-02-27,9,2024,5.0,Anónimo,Internal audit manager,El mejor balance,,Aprendo cosas nuevas y se me da el tiempo para hacer cursos y tomar las clases que necesite para mejorar y ser cada vez una profesional más completa.,No encuentro ninguna en este momento.,2026-05-05,19
Glassdoor,2024-02-22,8,2024,5.0,Anónimo,Data scientist,Buena asignación de proyectos,,"En función de tus talentos y tus experiencias, se te asigna un proyecto para que te integres en cualquier momento de su ciclo.",A veces demora en que un cliente apruebe tu perfil para iniciar pero siempre llega el proyecto perfecto,2026-05-05,19
Glassdoor,2024-02-18,7,2024,4.0,Anónimo,Senior fullstack developer,Buena experiencia de trabajo,,100% remoto Dan buenos equipos de trabajo,"Si estás acostumbrado al trabajo de freelance puede ser agobiante, porque es como trabajar en una oficina pero en remoto",2026-05-05,19
Glassdoor,2024-02-13,7,2024,4.0,Anónimo,Data entry/analyst,Evaluacion,,"Trabajo 100% remoto, la mayoria de los empleados es de Latinoamerica.",Los niveles primarios tienes mucha demanda y alta rotatividad,2026-05-05,19
Glassdoor,2024-02-10,6,2024,5.0,Anónimo,.net lead,Good,,"Puntual , grande, flexible, pay off",No encuentro nada q decir,2026-05-05,19
Glassdoor,2024-01-29,5,2024,3.0,Anónimo,Hr generalist,El ambiente laboral deja mucho que desear,,Estar en la industria tecnológica,"Mal ambiente laboral, nulas oportunidades de crecimiento",2026-05-05,19
Glassdoor,2024-01-25,4,2024,3.0,Anónimo,Software engineer,de paso,,"contratacion inmediata, proporcionan equipo completo","vi la nomina del cliente, pagaban mas de 10k USD por mi, y me llegaba menos de 1/4",2026-05-05,19
Glassdoor,2024-01-22,4,2024,3.0,Anónimo,Data scientist,Oportunidades en BairesDev,,Seriedad en salarios y beneficios,Muy difícil saber como funciona la empresa,2026-05-05,19
Glassdoor,2024-01-14,2,2024,3.0,Anónimo,.net developer,Bien,,Pagan en tiempo y forma,No hay bonos para devs,2026-05-05,19
Glassdoor,2024-01-10,2,2024,4.0,Anónimo,Ux-ui designer,Una empresa comprometida y atenta,,"Están siempre al pendiente de las necesidades de sus empleados, siempre pagan a tiempo y tienen una excelente cultura de trabajo remoto","El proceso de contratación es muy lento y la mayoría de los puestos con como contractor entonces no hay ninguna prestación, solo 10 días de vacaciones al año",2026-05-05,19
Glassdoor,2024-01-06,1,2024,4.0,Anónimo,Shopify engineer (remote),Puntos de Vista,,*Brindo las oportunidades de trabajar para un proyecto de un cliente extranjero junto con otros miembros del equipo de trabajo. *Brindo herramientas de trabajo para su utilidad en la jornada laboral. *Atentos y rápidos en sus procesos de selecciones.,*Los pagos eran a base mensual en salarios libres.,2026-05-05,19
Glassdoor,2024-01-01,1,2024,5.0,Anónimo,Empleado anónimo,Excelente cultura de trabajo remoto,,"- Excelente proceso de seleccion - Proyectos con clientes importantes como Pinterest, Google, Inditex, entre otros - Acceso a plataformas de educacion",- De momento ninguna identificada por mi parte,2026-05-05,19
Glassdoor,2023-12-21,51,2023,3.0,Anónimo,Software engineer,Gran empresa,,- Remoto - Buenos clientes - Seguimiento de empleados,"Estabilidad;: no garantizan continuidad Si se acaba el proyecto o cliente, pierdes tu empleo",2026-05-05,19
Glassdoor,2023-12-18,51,2023,5.0,Anónimo,Hr coordinator,Overview,,Flex time Nice environment Remote work Detailed processes,few salaries review per year,2026-05-05,19
Glassdoor,2023-12-11,50,2023,5.0,Anónimo,Solutions architect,Great place to work,,"Flexibility, remote work, good pay. Usually great bosses.","Not full time employees, more independent ocntractors, although we get a slaary that compensates all that, vacations paid, leaves, etc.",2026-05-05,19
Glassdoor,2023-11-23,47,2023,4.0,Anónimo,Ux-ui designer,buen sueldo malas prestaciones,,"mucha libertad y proyectos diversos, buena comunidad","no hay buena seguridad laboral,",2026-05-05,19
Glassdoor,2023-10-17,42,2023,3.0,Anónimo,Software engineer,"Todo bien, hasta que ya no estuvo bien",,Pago seguro mientras el cliente te requiera,"Una vez que termina el proyecto por cualquier motivo, no tienes espacio en la empresa y te despiden",2026-05-05,19
Glassdoor,2023-10-12,41,2023,3.0,Anónimo,Php web developer,normal,,"-al menos pagan bien, del sueldo no te quejaras","-puro corporativismo, enserio que son tecnicos",2026-05-05,19
Glassdoor,2023-10-03,40,2023,3.0,Anónimo,Talent lead,BairesDev,,Te hace crecer bastante como profesional,Los beneficios económicos son bastante bajos para los trabajadores en relación de dependencia,2026-05-05,19
Glassdoor,2023-09-30,39,2023,5.0,Anónimo,Project manager,Excelente,,"Buen lugar de trabajo, lo recomiendo",Ninguna hasta ahora he tenido,2026-05-05,19
Glassdoor,2023-09-13,37,2023,5.0,Anónimo,Senior java developer,Excelente empresa para trabajar remoto,,Trabajo remoto Horario flexible Buen onboarding Buen equipo de trabajo,Salario intermedio Timetracker para recibir el salario Diferencia de horas con los clientes aveces alteran tu vida personal..,2026-05-05,19
Glassdoor,2023-08-23,34,2023,4.0,Anónimo,Senior ux researcher,Es bueno,,"Manejas tu agenda con completo control si eres Backend, bastante buena cultura laboral, muy flexible y abierto.","Ninguna prestacion, poco o nulo crecimiento.",2026-05-05,19
Glassdoor,2023-08-04,31,2023,5.0,Anónimo,Software engineer,excellent company,,"good working environment, team very committed to work",We do not have bonuses or extra benefits,2026-05-05,19
Glassdoor,2023-07-28,30,2023,4.0,Anónimo,Training analyst,BairesDev,,Remote Work International Environment USD Payment Flexible work,Few Benefits There is no career path,2026-05-05,19
Glassdoor,2023-07-17,29,2023,4.0,Anónimo,Staffing specialist,Good employer,,"Remote work, dynamic environment, good team work.",Micromanaging and low growing possibilities.,2026-05-05,19
Glassdoor,2023-07-12,28,2023,4.0,Anónimo,Pmo analyst,Empresa flexible,,"Remoto, buen ambiente laboral, flexible",No hay prestaciones de ningún tipo,2026-05-05,19
Glassdoor,2023-07-09,27,2023,2.0,Anónimo,Node js developer,Regular,,"Muy buenos managers de proyecto, se preocupan por ti y porque el ambiente laboral sea bueno.","La empresa en general es mala, tienes qué presentar pruebas técnicas para cambios de proyectos, fuera de los managers no ves a nadie más de la empresa, sueldo no competitivo, hay proyectos en los que te ponen sin ningún conocimiento de ciertas herramientas y esperan que en dos semanas agarres todos los conceptos.",2026-05-05,19
Glassdoor,2023-07-07,27,2023,4.0,Anónimo,Software support specialist,Buena empresa para trabajo temporal,,Proporcionan equipo para trabajar en remoto. Buen balance vida/trabajo. Ganas experiencia en equipos internacionales Buenos compañeros,"No hay actualización de salario, incluso cuando el dólar se ha devaluado tanto. No hay procesos definidos, debes estar preguntando a muchas áreas por una tarea No hay prestaciones, ni contrato que te asegure un trabajo. Mañana te pueden correr sin compensación",2026-05-05,19
Glassdoor,2023-06-04,22,2023,1.0,Anónimo,Analista call center,An okay option if the need is big...,,"Flexible schedule, Work from home, Payments on time","Pay increases are rare, trying to negotiate it will most likely end up in getting fired, no job stability due to the contractor mode in which they hire you.",2026-05-05,19
Glassdoor,2023-05-12,19,2023,5.0,Anónimo,Software engineer,Experiencia en Baires Dev,,"Buen ambiente laboral. Buenos beneficios,",Te pueden despedir si no tienen proyectos.,2026-05-05,19
Glassdoor,2023-05-04,18,2023,1.0,Anónimo,Software engineer,Poco profesionalismo e incertidumbre en estabilidad laboral,,Salarios mas o menos buenos Trabajo Remoto,- Incertidumbre de que podrás perder tu empleo en cualquier momento. - Nula estabilidad laboral en tiempos de crisis - Incapacidad de crecimiento en la empresa - Poco profesionalismo al contratar ya que una de las preguntas es si uno busca un trabajo estable a largo plazo y eso es lo que ellos menos ofrecen.,2026-05-05,19
Glassdoor,2023-05-02,18,2023,3.0,Anónimo,Recruiter,buena empresa,,"buen trabajo remoto, cierta flexibilidad en horario.",Bajos sueldos. Poca rotacion de puestos.,2026-05-05,19
Glassdoor,2023-04-28,17,2023,5.0,Anónimo,Software engineer,Greate experience,,"Access to learning tools Access to mentorship They treat developers very nice They give you everything you need to excel at your job If you are a good performer they make great efforts to retain you, and can negotiate a good salary","The hiring process is very long. You can get a better salary by working directly with a US company. They start with low ball offers, but you can negotiate a good salary if you are a good fit.",2026-05-05,19
Glassdoor,2023-04-20,16,2023,4.0,Anónimo,Software engineer,Mi experiencia en Bairesdev,,"Pagos a tiempo, buen clima laboral.",No existe un career path aun para los software engineer dentro de la empresa,2026-05-05,19
Glassdoor,2023-04-17,16,2023,5.0,Anónimo,Talent acquisition specialist,Buen lugar para trabajar,,"Trabajo 100% remoto, la calidad de la gente es excelente.",El sueldo no es tan competitivo,2026-05-05,19
Glassdoor,2023-04-06,14,2023,3.0,Anónimo,Delivery manager,Picadora de carne,,"Salario en USD, horarios flexibles.","No tienen idea que quieren, ni como liderar personas. Todo es para ayer y no entienden de procesos",2026-05-05,19
Glassdoor,2023-03-13,11,2023,5.0,Anónimo,Data engineer,Todo bien,,"Buenos Sueldos, Pago oportuno, flexibilidad laboral tanto horaria como de ubicación.","Poca cultura empresarial propia, poca claridad con respecto a la evolución del personal dentro de la empresa.",2026-05-05,19
Glassdoor,2023-02-21,8,2023,4.0,Anónimo,Support it,Excelente,,Excelente empresa Oportunidad de crecer,"Ninguno todo fue excelente, muy buena oportunidad",2026-05-05,19
Glassdoor,2023-02-10,6,2023,4.0,Anónimo,Senior full stack developer,Proceso largo pero vale la pena,,"Serious process, automated, they send you all required setup to start, excellent treatment with so much respect, and a lot of projects.","You don't know exactly how the assigned project is until you are with the client. Lowest salary possible, you need to negotiated and probably request a raise if you deserve it.",2026-05-05,19
Glassdoor,2023-01-31,5,2023,5.0,Anónimo,Ingeniero de software senior,Excelente,,- Excelente acompañamiento y comunicación. - Muy cumplidos en los pagos. - Pago en dólares - Trabajo remoto,- No beneficios extras - Sueldo de contratista (diferente a ser contratado directo),2026-05-05,19
Glassdoor,2023-01-11,2,2023,1.0,Anónimo,Quality engineer,Estabilidad laboral,,Ninguna ya que te despiden de manera inmediata,"El despido es inmediato sin importar el performance, dedicacion y esfuerzo que ha tenido el recurso en su asignacion(es)",2026-05-05,19
Glassdoor,2023-01-09,2,2023,5.0,Anónimo,Senior software engineer,Evaluacion BairesDev,,Trabajo Remoto Cumplidos con los pagos,Mucho tiempo para la contratacion,2026-05-05,19
Glassdoor,2023-01-02,1,2023,4.0,Anónimo,Software engineer,Opinion,,Buen ambiente de compañerismo y flexibilidad,Falta de comunicación de la realidad en cuanto la situación actual,2026-05-05,19
Glassdoor,2022-12-20,51,2022,2.0,Anónimo,Product owner,Buena paga sin prestaciones de ningun tipo. Despidos injustificados,,Trabajo remoto Paga en tiempo Experiencia,"No hay apoyo a las personas Siempre siguen un proceso, guiones y solo les interesa hacer mas dinero contigo No hay libertad, debe ser a su manera Despidos injustificados Al quedarse sin clientes, no es facil que te asignen un nuevo proyecto. Despidos inhumanos, te unen a una llamada te quitan tus accesos y te dicen que regreses el equipo",2026-05-05,19
Glassdoor,2022-12-15,50,2022,4.0,Anónimo,Data engineer,Es una buena empresa,,- la flexibilidad a la hora de trabajar es excelente,- pocas prestaciones a la hora del cotrato - no tienes pensión,2026-05-05,19
Glassdoor,2022-12-07,49,2022,2.0,Anónimo,It recruiter,Deja muchoo que desear el trato para con los empleados argentinos siendo argentina la empresa,,"Home office, te regalan los periféricos cuando te vas","El tracking en las computadoras minuto a minuto, los SUELDOS increíblemente bajos en Arg",2026-05-05,19
Glassdoor,2022-12-06,49,2022,4.0,Anónimo,Empleado anónimo,Excelente empresa,,Amplia cartera de proyectos y oportunidades de crecimiento,Los salarios no son muy competitivos,2026-05-05,19
Glassdoor,2022-11-15,46,2022,2.0,Anónimo,Hiring specialist,Solo sirve para llenar el currículum,,"Podría ser trabajo remoto, pero todos tienen ya.",Micromanaging. Los jefes son subjetivos si no les caes bien así tengas los mejores números te van a querer despedir. Te mienten sobre la remuneración. Los sueldos más bajos del mercado.,2026-05-05,19
Glassdoor,2022-11-11,45,2022,4.0,Anónimo,Software engineer,Buena compania para trabajar,,"Buen salario Work from home Depende el equipo, buena relacion vida-trabajo Equipamiento","Mucha burocracia para cosas simples, tipico de empresas muy grandes",2026-05-05,19
Glassdoor,2022-10-26,43,2022,5.0,Anónimo,Empleado anónimo,Excelente,,La mejor de la mejores,Entrar es bastante complejo sinceramente,2026-05-05,19
Glassdoor,2022-10-17,42,2022,5.0,Anónimo,Empleado anónimo,Recomendada,,Flexibilidad Proactividad Vacaciones Equipo Remoto,Creo que estar en proyectos pequeños podria ser inestable,2026-05-05,19
Glassdoor,2022-10-15,41,2022,5.0,Anónimo,Empleado anónimo,QA,,Home office y excelente salario,No tiene prestaciones de ley,2026-05-05,19
Glassdoor,2022-10-05,40,2022,4.0,Anónimo,Qa automation engineer,Excelente empresa. Malos sueldos al menos en Argentina.,,"El trato, la consideración, el respecto, flexibilidad.","Si sos de Argentina, tu sueldos SIEMPRE va a estar atrasado.",2026-05-05,19
Glassdoor,2022-10-05,40,2022,3.0,Anónimo,Empleado,"Gran ambiente, malos sueldos",,"Buen equipamento de trabajo, proyectos ágiles e interesantes, carga de trabajo razonable.","Proceso de selección innecesariamente largo. Para Argentina, cero política de ajustes de sueldo por inflación, solo conviene trabajando como contratado cobrando en dólares, sino mejor no considerar a la empresa.",2026-05-05,19
Glassdoor,2022-10-03,40,2022,4.0,Anónimo,Empleado anónimo,Buena empresa pero no a la larga,,Buena empresa para desarrollar habilidades ya que trabajas con mucha gente competente y expertos en su area. Trabajas desde casa.,No hay prestaciones Eres contratado como contractor,2026-05-05,19
Glassdoor,2022-09-27,39,2022,4.0,Anónimo,Desarrollador de software,Bueno,,"Consultoria, se aprende mucho dependiendo del cliente","mala revision de salario, los nuevos ingresan con sueldos mucho mas altos que los antiguos",2026-05-05,19
Glassdoor,2022-09-26,39,2022,5.0,Anónimo,Qa analyst/tester,Excelente Empresa,,La experiencia ganada y el equipo de trabajo es excelente,El pais donde queda no es mi pais de residencia,2026-05-05,19
Glassdoor,2022-09-23,38,2022,5.0,Anónimo,Scrum master,Una empresa con crecimiento,,"Se puede aprender y crecer como profesional, afianzar conocimiento, tiene ventajas para sus empleados en el exterior.",No conozco por el momento.,2026-05-05,19
Glassdoor,2022-09-06,36,2022,1.0,Anónimo,Software developer,No recomendable,,Los clientes son muy respetuosos tanto en lo que respecta a bandas horarias y tareas asignadas.,"- Los managers carecen de transparencia. - Demoras todos los meses para pagar los sueldos. - Aumentos muy por debajo de la inflación. - Las horas extras las pagan como un bono. - RRHH está reducido al manager que te toque y a, en el mejor de los casos, un ticket que hagas en el portal interno.",2026-05-05,19
Glassdoor,2022-09-05,36,2022,4.0,Anónimo,Manager,Buena,,"Tuve mucho aprendizaje, flexibilidad, diseño","Burocracia, magnitud del scope, diversidad de puestos.",2026-05-05,19
